FundType,PooledFundId,AllocationtypeId,ChfId,ChfProjectCode,OrgId,PrjDuration,EndDate,Budget,BenM,BenW,BenB,BenG,GMId,GAMId,GlbPrjStatusId,GlobalUniqueOrgId,DisabilityMarkerId,GenderEqualityMarkerId,GBVMarkerId,GAMRefNumber,PartnerProjectRisk,PartnerRisk,DisabledM,DisabledW,DisabledB,DisabledG,AchM,AchW,AchB,AchG,BenMSplit,BenWSplit,BenBSplit,BenGSplit,BenTotSplit,AchMSplit,AchWSplit,AchBSplit,AchGSplit,AchTotSplit,DisabledAchM,DisabledAchW,DisabledAchB,DisabledAchG,GBVBudgetPlanned,GBVBudgetReached,GBVBen,GBVAch
1,15,335,19544,SUD-21/HSD20/SA1/ESNFIs/INGO/19544,3964,12 Months,10/14/2022 12:00:00 AM,375000,2640,3120,3000,3240,,3,113,7115,,,,G579979260,Medium,Low,9,10,10,11,3987,5909,7423,7347,|||2640|,|||3120|,|||3000|,|||3240|,|||12000|,|||3987|,|||5909|,|||7423|,|||7347|,|||24666|,5,6,5,7,0,0,0,0
1,15,335,18899,SUD-21/HSD20/SA1/N-H-WASH/INGO/18899,3834,15 Months,2/28/2023 12:00:00 AM,1346235.79,20250,41850,13500,59400,,4,113,7145,,,,G252748228,Low,Low,174,195,166,147,44724,92431,29817,131193,2250|||18000|,4650|||37200|,1500|||12000|,6600|||52800|,15000|||120000|,4969|||39755|,10270|||82161|,3313|||26504|,14577|||116616|,33129|||265036|,95,75,59,64,0,0,0,0
1,15,335,19445,SUD-21/HSD20/SA1/P/NGO/19445,3929,12 Months,11/30/2022 12:00:00 AM,870954.96,379,4294,445,2490,,4,113,7217,,,,G197550326,Medium,Low,100,340,100,210,434,6882,429,2289,76|38|76|189|,859|429|859|2147|,89|44|89|223|,498|249|498|1245|,1522|760|1522|3804|,200|30|24|180|,3385|450|900|2147|,89|50|90|200|,298|263|511|1217|,3972|793|1525|3744|,74,183,45,84,0,0,0,0
1,15,335,19148,SUD-21/HSD20/SA1/P-E/INGO/19148,3866,12 Months,12/31/2022 12:00:00 AM,330001.28,2255,2345,3382,3518,,4,113,7639,,,,H7480-0405-7216,Low,Medium,5,10,5,10,1681,2144,2297,3663,893|365|420|577|,928|380|437|600|,1339|547|630|866|,1392|570|655|901|,4552|1862|2142|2944|,126|204|580|771|,230|323|546|1045|,415|295|727|860|,940|425|882|1416|,1711|1247|2735|4092|,2,6,1,9,0,0,0,0
1,15,335,19341,SUD-21/HSD20/SA1/WASH/INGO/19341,3766,12 Months,10/31/2022 12:00:00 AM,748823,13747,16549,15936,16200,,4,113,7104,,,,G485912913,Medium,Medium,228,450,534,521,15840,18816,17818,18150,1410|2601||650|9086,1364|5139||1285|8761,1130|6105||1562|7139,1186|6041||1510|7463,5090|19886||5007|32449,1508|2829||563|10940,1564|5589||1114|10549,1229|6639||1354|8596,1285|6570||1309|8986,5586|21627||4340|39071,51,377,478,104,0,0,0,0
1,15,398,21583,SUD-22/HSD20/RA1/FSL/INGO/21583,3964,6 Months,10/31/2022 12:00:00 AM,630716.85,7750,7500,5000,4750,,4,113,7115,,,,H2066-0232-7846,Medium,Low,77,75,50,48,7493,7620,5080,5207,|||7750|,|||7500|,|||5000|,|||4750|,|||25000|,|||7493|,|||7620|,|||5080|,|||5207|,|||25400|,48,6,32,35,0,0,0,0
1,15,398,21586,SUD-22/HSD20/RA1/FSL-N-WASH/INGO/21586,3769,12 Months,5/9/2023 0:00,1592369.76,16202,16871,24324,25313,,4,113,7750,,,,H1451-3131-6009,Low,Low,39,41,59,61,15211,15839,22837,23765,3034|1054||11859|255,3157|1098||12343|273,4553|1585||17790|396,4738|1648||18515|412,15482|5385||60507|1336,2848|990||11134|239,2964|1031||11588|256,4275|1488||16702|372,4448|1547||17383|387,14535|5056||56807|1254,19,17,26,40,111465,66879,16542,14658
1,15,399,21591,SUD-22/HSD20/RA2/N-H-ESNFIs/INGO/21591,3784,10 Months,2/28/2023 12:00:00 AM,913813.65,3812,10675,12958,10675,,4,113,7114,,,,H2062-6904-2083,Medium,Low,57,45,25,33,3790,15159,7830,11369,1525|||762|1525,4270|||2135|4270,5183|||2592|5183,4270|||2135|4270,15248|||7624|15248,1190|||1790|810,7350|||6750|1059,3159|||2323|2348,3683|||3882|3804,15382|||14745|8021,0,12,18,5,45690,6853,762,405
1,15,432,23439,SUD-22/HSD20/RA4/P/NGO/23439,3902,6 Months,3/31/2023 12:00:00 AM,512227.31,3812,6220,4614,5417,,3,113,7191,,,,H9393-3614-4167,High,High,57,93,69,81,3812,6220,4614,5417,3812||||,6220||||,4614||||,5417||||,20063||||,3812||||,6220||||,4614||||,5417||||,20063||||,50,90,55,26,0,0,0,0
1,15,432,23378,SUD-22/HSD20/RA4/WASH-E/INGO/23378,3836,8 Months,5/31/2023 12:00:00 AM,477647.98,4527,4903,5210,5423,,4,113,7390,,,,H3518-8178-8984,Low,Low,26,28,30,32,5106,5294,7409,7691,4527||||,4903||||,5210||||,5423||||,20063||||,5106||||,5294||||,7409||||,7691||||,25500||||,12,21,0,29,0,0,0,0
1,15,438,23556,SUD-22/HSD20/RA5/P/NGO/23556,3929,12 Months,10/31/2023 12:00:00 AM,649275.61,3820,6060,3980,5640,,4,113,7217,,,,H7278-7321-5613,Medium,Low,100,105,50,55,4061,7994,4289,6867,2674||382|764|,4242||606|1212|,2786||398|796|,3948||564|1128|,13650||1950|3900|,2894||291|876|,5972||622|1400|,3006||283|1000|,5066||434|1367|,16938||1630|4643|,89,79,46,22,90898,34541,975,922
1,15,451,24316,SUD-22/HSD20/RA6/P/INGO/24316,4243,6 Months,6/30/2023 12:00:00 AM,186000,4048,9778,5062,5062,,4,113,7881,,,,H5772-8469-6958,Medium,Medium,283,684,253,253,4048,9778,5062,5062,4048||||,9778||||,5062||||,5062||||,23950||||,4048||||,9778||||,5062||||,5062||||,23950||||,57,493,12,26,0,0,0,0
1,15,454,24380,SUD-22/HSD20/RA7/H-FSL/INGO/24380,3835,14 Months,4/30/2024 12:00:00 AM,263931.55,563,1169,337,331,,3,115,7146,,,,H2364-4558-2959,High,High,15,17,21,19,854,1243,2450,2552,225|||338|,468|||701|,135|||202|,132|||199|,960|||1440|,187|||667|,230|||1013|,126|||2324|,126|||2426|,669|||6430|,6,3,19,4,2639,2058,264,70
1,15,454,24377,SUD-22/HSD20/RA7/WASH/INGO/24377,3892,12 Months,3/14/2024 12:00:00 AM,900000.01,12874,12874,12874,12874,,4,115,7184,,,,H2094-6944-6736,Low,Low,80,83,73,76,2572,2786,2281,2471,12874||||,12874||||,12874||||,12874||||,51496||||,2572||||,2786||||,2281||||,2471||||,10110||||,38,34,1,28,81000,93960,9784,8204
1,15,454,24381,SUD-22/HSD20/RA7/WASH-H/INGO/24381,3835,14 Months,4/30/2024 12:00:00 AM,581941.92,1512,3031,2588,2444,,3,115,7146,,,,H2364-4558-2959,High,High,60,66,83,78,1194,3074,6902,6936,284|||1228|,570|||2461|,487|||2101|,459|||1985|,1800|||7775|,220|||974|,812|||2262|,965|||5937|,740|||6196|,2737|||15369|,26,43,26,55,0,0,0,0
1,15,396,21821,SUD-22/HSD20/SA1/P/INGO/21821,3959,19 Months,3/4/2024 0:00,500000,1661,2506,1724,1934,,4,115,7296,,,,H5935-5439-5567,Medium,Medium,19,25,18,19,20,185,7,114,1127|10||524|,1898|48||560|,1226|0||498|,1413|0||521|,5664|58||2103|,0|20||0|,78|35||72|,7|0||0|,63|0||51|,148|55||123|,14,23,14,13,35000,32900,1486,788
1,17,242,15110,CAR-20/HCF10/RA1/LOG/UN/15110,3047,"1 Months, 15 Days",5/15/2020 12:00:00 AM,250275,0,0,0,8,,1,87,6481,,,,G252267097,Low,Low,0,0,0,0,0,0,0,6,||||0,||||0,||||0,||||8,||||8,||||0,||||0,||||0,||||6,||||6,0,0,0,0,50055,24526,0,0
1,17,254,15802,CAR-20/HCF10/RA2/HLT-NUT/INGO/15802,3036,6 Months,11/30/2020 12:00:00 AM,470000,58958,73294,10248,10299,,4,87,6470,,,,G625587489,Medium,Medium,0,0,0,0,58931,96517,16112,14489,||||58958,||||73294,||||10248,||||10299,||||152799,||||58931,||||96517,||||16112,||||14489,||||186049,0,0,0,0,0,0,0,0
1,17,254,15825,CAR-20/HCF10/RA2/HLT-NUT-WaSH/INGO/15825,3028,6 Months,11/14/2020 12:00:00 AM,593250.8,16493,17867,5568,6033,,3,113,6462,,,,G479326771,Medium,Medium,0,0,0,0,8570,10081,3254,3660,4589|||11904|,4973|||12894|,1327|||4241|,1437|||4596|,12326|||33635|,2003|||6567|,2115|||7966|,751|||2503|,849|||2811|,5718|||19847|,0,0,0,0,0,0,0,0
1,17,254,15794,CAR-20/HCF10/RA2/LOG/UN/15794,3047,"6 Months, 9 Days",11/23/2020 12:00:00 AM,1112000.58,0,0,0,20,,1,87,6481,,,,G252267097,Low,Low,0,0,0,0,0,0,0,20,||||0,||||0,||||0,||||20,||||20,||||0,||||0,||||0,||||20,||||20,0,0,0,0,22240,8673,0,0
1,17,254,15804,CAR-20/HCF10/RA2/NUT-WaSH-HLT/INGO/15804,3144,6 Months,11/14/2020 12:00:00 AM,350000.19,18274,19784,3710,4185,,4,116,6577,,,,G406415239,Medium,High,0,0,0,0,15870,16540,4406,5536,2443|||15831|,2643|||17141|,494|||3216|,557|||3628|,6137|||39816|,2537|||13333|,2912|||13628|,653|||3753|,678|||4858|,6780|||35572|,0,0,0,0,31500,5355,1838,1137
1,17,254,15790,CAR-20/HCF10/RA2/PROT-HLT/INGO/15790,3046,6 Months,10/31/2020 12:00:00 AM,450000,2750,3250,4125,4875,,4,113,6480,,,,G350687513,Medium,High,36,44,54,66,3967,5163,7487,3524,450||565|1735|,550||635|2065|,675||847|2603|,825||953|3097|,2500||3000|9500|,824||147|2996|,1191||191|3781|,616||139|6732|,769||280|2475|,3400||757|15984|,1,27,44,59,0,0,0,0
1,17,254,15898,CAR-20/HCF10/RA2/WaSH/NGO/15898,3122,6 Months,10/31/2020 12:00:00 AM,300000,15500,25000,7500,12000,,4,113,6556,,,,G406681911,Medium,Medium,915,52,5,9,11000,31000,9150,14015,12000|||3500|,20000|||5000|,6000|||1500|,10000|||2000|,48000|||12000|,9000|||2000|,26000|||5000|,8000|||1150|,12010|||2005|,55010|||10155|,541,4,1,5,0,0,0,0
1,17,300,17728,CAR-20/HCF10/SA1/COORD/UN/17728,3044,6 Months,5/31/2021 12:00:00 AM,149907,747,778,0,0,,4,87,6478,,,,G293916910,Medium,Medium,158,171,0,0,567,899,0,0,397||179|171|,413||187|178|,0||0|0|,0||0|0|,810||366|349|,195||258|114|,362||363|174|,0||0|0|,0||0|0|,557||621|288|,26,102,0,0,25484,19367,183,51
1,17,300,17723,CAR-20/HCF10/SA1/FSEC/UN/17723,3063,6 Months,6/14/2021 12:00:00 AM,744000,5032,5238,7549,7856,,4,115,6497,,,,G519682908,Medium,Medium,200,240,53,57,5032,5238,7549,7856,1006||503|3523|,1048||524|3666|,1510||755|5284|,1571||785|5500|,5135||2567|17973|,1006||503|3523|,1048||524|3666|,1510||755|5284|,1571||785|5500|,5135||2567|17973|,119,41,43,16,89280,107136,3851,1343
1,17,300,17715,CAR-20/HCF10/SA1/LOG/INGO/17715,3163,8 Months,8/31/2021 12:00:00 AM,400000,15,0,0,0,,2,113,7277,,,,G136440815,Low,Medium,0,0,0,0,15,10,0,0,||||15,||||0,||||0,||||0,||||15,||||15,||||10,||||0,||||0,||||25,0,0,0,0,28000,30240,2,1
1,17,352,19980,CAR-21/HCF10/RA1/PROT/INGO/19980,3067,11 Months,8/31/2022 12:00:00 AM,500000,11970,14693,4006,4992,,4,113,6501,,,,G103441296,Medium,Medium,1197,1469,401,499,10569,13767,3556,4427,8379|||3591|,10285|||4408|,2804|||1202|,3494|||1498|,24962|||10699|,7466|||3103|,9502|||4265|,2489|||1067|,3167|||1260|,22624|||9695|,289,1258,324,199,20000,14000,6062,449
1,17,370,20840,CAR-21/HCF10/RA2/HLT-NUT/INGO/20840,3100,9 Months,10/15/2022 12:00:00 AM,350000,48435,50412,10167,10583,,4,113,6534,,,,H2976-4102-6685,Medium,Medium,8547,8896,1795,1867,43032,44868,9367,9853,6838|||41597|,7117|||43295|,1435|||8732|,1494|||9089|,16884|||102713|,158|||42874|,244|||44624|,367|||9000|,486|||9367|,1255|||105865|,199,1919,1425,392,0,0,0,0
1,17,370,20781,CAR-21/HCF10/RA2/WaSH/INGO/20781,3082,6 Months,6/30/2022 12:00:00 AM,300000,8675,10192,14198,14225,,4,113,6516,,,,H1261-0393-3110,Medium,Medium,9,8,10,7,5355,6509,9050,9647,4428||1362|2885|,5723||1207|3262|,9057||2130|3011|,8951||1887|3387|,28159||6586|12545|,3606||1601|148|,4661||1358|490|,7376||1535|139|,7292||1180|1175|,22935||5674|1952|,5,1,0,3,15000,17250,4729,2808
1,17,337,19099,CAR-21/HCF10/SA1/CCCM-WaSH/INGO/19099,3042,12 Months,6/30/2022 12:00:00 AM,849999.17,3703,3962,7407,7928,,3,113,6476,,,,G185060963,Low,Medium,0,0,0,0,3036,3229,6527,6459,2423|||1280|,2576|||1386|,4847|||2560|,5154|||2774|,15000|||8000|,1681|||1355|,1787|||1442|,3813|||2714|,3574|||2885|,10855|||8396|,0,0,0,0,0,0,0,0
1,17,337,18927,CAR-21/HCF10/SA1/HLT-COORD/INGO/18927,3100,12 Months,7/14/2022 12:00:00 AM,517689.01,13786,18275,3446,4569,,4,113,6534,,,,G116508333,Medium,Medium,94,71,20,15,16193,18926,6758,9900,2757|||11029|,3655|||14620|,689|||2757|,914|||3655|,8015|||32061|,2941|||13252|,3755|||15171|,756|||6002|,1004|||8896|,8456|||43321|,71,61,14,8,93184,79206,7213,3380
1,17,337,18867,CAR-21/HCF10/SA1/LOG-ETC/UN/18867,3047,10 Months,4/30/2022 12:00:00 AM,1549908.79,0,0,0,25,,1,115,6481,,,,G252267097,Medium,Low,0,0,0,0,0,0,0,21,||||0,||||0,||||0,||||25,||||25,||||0,||||0,||||0,||||21,||||21,0,0,0,0,0,0,0,0
1,17,337,18874,CAR-21/HCF10/SA1/PROT/NGO/18874,3156,6 Months,12/31/2021 12:00:00 AM,200000.01,616,462,3302,3620,,4,113,7235,,,,G661437553,Medium,Medium,0,0,0,0,339,422,3253,3116,196|||420|,152|||310|,1104|||2198|,1100|||2520|,2552|||5448|,121|||218|,111|||311|,1034|||2219|,918|||2198|,2184|||4946|,0,0,0,0,38000,4940,1520,1245
1,17,337,18895,CAR-21/HCF10/SA1/WaSH/INGO/18895,3040,8 Months,2/28/2022 12:00:00 AM,120000,1098,1099,1242,1337,,4,113,6474,,,,G113834653,Medium,Medium,2,1,0,0,1178,1179,1767,1768,1098||||,1099||||,1242||||,1337||||,4776||||,1178||||,1179||||,1767||||,1768||||,5892||||,0,0,0,0,0,0,0,0
1,17,390,21204,CAR-22/HCF10/RA1/LOG/UN/21204,3047,3 Months,4/14/2022 12:00:00 AM,999971.3,0,208,0,0,,4,115,6481,,,,H4454-8896-2806,Medium,Low,0,0,0,0,0,183,0,0,||||0,||||208,||||0,||||0,||||208,||||0,||||183,||||0,||||0,||||183,0,0,0,0,109996,14299,10,7
1,17,449,24309,CAR-22/HCF10/RA4 /NFI-CCCM/UN/24309,3080,9 Months,11/30/2023 12:00:00 AM,1018652.8,9225,9593,8856,9224,,2,115,6514,,,,H9703-8367-1343,Medium,Medium,1384,1439,1328,1384,10764,11195,10334,10765,9225||||,9593||||,8856||||,9224||||,36898||||,10764||||,11195||||,10334||||,10765||||,43058||||,1375,1134,864,215,20373,10390,4058,733
1,17,449,24259,CAR-22/HCF10/RA4 /WaSH/INGO/24259,3082,6 Months,7/31/2023 12:00:00 AM,600000,12122,12280,17238,17208,,4,113,6516,,,,H4457-5150-6379,Medium,Medium,1820,1841,2586,2581,8829,9124,11054,10777,5988||4294|1840|,5890||4473|1917|,10848||4473|1917|,10564||4651|1993|,33290||17891|7667|,5725||2160|944|,5628||1735|1761|,10368||381|305|,10063||357|357|,31784||4633|3367|,706,1103,748,1309,0,0,0,0
1,17,392,21409,CAR-22/HCF10/SA1/FSEC/INGO/21409,3042,12 Months,4/30/2023 12:00:00 AM,890000,3149,3507,8044,6300,,4,113,6476,,,,H9739-4062-4936,High,Medium,315,350,805,630,3635,4076,5694,5793,1354|||1795|,1508|||1999|,3459|||4585|,2709|||3591|,9030|||11970|,1486|||2149|,1604|||2472|,2091|||3603|,1990|||3803|,7171|||12027|,310,205,580,313,0,0,0,0
1,17,392,21506,CAR-22/HCF10/SA1/WaSH/INGO/21506,3100,9 Months,1/14/2023 12:00:00 AM,350000,6068,7067,4757,4953,,4,113,6534,,,,H2621-1859-7715,Medium,Medium,89,123,78,128,5829,6790,4571,4759,6068||||,7067||||,4757||||,4953||||,22845||||,5829||||,6790||||,4571||||,4759||||,21949||||,11,56,31,16,63000,23940,4340,3020
1,17,427,23175,CAR-22/HCF10/SA2/NFI-PROT/UN/23175,3045,9 Months,7/31/2023 12:00:00 AM,750000,2246,2633,1890,2021,,3,115,6479,,,,H4048-0490-3930,Medium,Medium,112,132,95,101,1342,2667,1270,1217,1591||225|430|,1832||263|538|,1332||189|369|,1419||202|400|,6174||879|1737|,1342||0|0|,2667||0|0|,1270||0|0|,1217||0|0|,6496||0|0|,21,124,37,66,90000,54000,1670,234
1,17,427,23219,CAR-22/HCF10/SA2/WaSH-PROT/INGO/23219,3134,12 Months,10/14/2023 12:00:00 AM,750000,5457,5912,8358,8697,,4,113,6567,,,,H7468-6739-0631,Medium,Medium,550,600,840,870,4950,5300,7900,8050,1364||1364|2729|,1478||1478|2956|,2090||2090|4178|,2174||2174|4349|,7106||7106|14212|,1250||1200|2500|,1200||1300|2800|,2000||1800|4100|,2100||1850|4100|,6550||6150|13500|,415,572,713,492,45000,51300,3979,2584
1,17,498,26253,CBPF-CAR-23-S-INGO-26253,3163,12 Months,11/14/2024 12:00:00 AM,560000,80,81,0,0,,4,77,7277,9,5,3,H4782-3539-8689,Medium,Medium,12,12,0,0,0,0,0,0,0|0|0|80|0,0|0|0|81|0,0|0|0|0|0,0|0|0|0|0,0|0|0|161|0,|||0|,|||0|,|||0|,|||0|,|||0|,7,0,0,0,0,0,0,0
1,19,479,25559,CBPF-SSD-23-R-INGO-25559,3475,7 Months 2 Days,2/15/2024 12:00:00 AM,800000,1235,1339,3633,3939,,4,115,6817,9,25,4,H3702-2939-7381,Medium,Medium,166,167,317,350,1232,4589,1007,3318,432|0|272|531|0,463|0|313|563|0,1271|0|791|1571|0,1363|0|913|1663|0,3529|0|2289|4328|0,244|0|410|578|0,733|0|1269|2587|0,232|0|263|512|0,659|0|788|1871|0,1868|0|2730|5548|0,130,140,309,172,0,0,0,0
1,19,487,25819,CBPF-SSD-23-R-INGO-25819,3523,8 Months,4/6/2024 0:00,465289.18,6429,7251,4849,5471,,0,113,6865,9,25,3,H0000-1111-2222,Medium,Medium,360,1440,360,1440,16219,20621,6973,8847,0|186|6141|102|0,0|210|6927|114|0,0|152|4618|79|0,0|172|5210|89|0,0|720|22896|384|0,0|2772|12975|472|0,0|3527|16514|580|0,0|1188|5560|225|0,0|1512|7079|256|0,0|8999|42128|1533|0,71,660,217,530,0,0,0,0
1,19,502,26422,CBPF-SSD-23-R-INGO-26422,3482,6 Months,4/10/2024 0:00,300000,2627,2618,2420,2420,,4,115,7638,9,25,3,H3791-4150-9919,Medium,Medium,263,262,242,242,2469,2694,2598,2495,263|0|2101|263|0,262|0|2094|262|0,242|0|1936|242|0,242|0|1936|242|0,1009|0|8067|1009|0,247|0|1975|247|0,269|0|2156|269|0,260|0|2078|260|0,250|0|1995|250|0,1026|0|8204|1026|0,29,243,29,153,0,0,0,0
1,19,479,25608,CBPF-SSD-23-R-UN-25608,3461,12 Months,7/16/2024 12:00:00 AM,2540000.09,109190,104911,29025,27887,,4,115,6803,9,25,3,H1638-6486-0415,Medium,Medium,16378,15736,4353,4183,56175,57381,40188,42466,7751|0|5755|95684|0,7449|0|5527|91935|0,2059|0|1529|25437|0,1980|0|1469|24438|0,19239|0|14280|237494|0,4051||2957|49167|,4078||2970|50333|,1080||1564|37544|,1064||1508|39894|,10273||8999|176938|,14133,5479,1815,2572,0,0,0,0
1,19,297,17639,SSD-20/HSS10/RA2/CCS/UN/17639,3464,8 Months,7/15/2021 12:00:00 AM,500000,39107,55019,25305,33973,,0,87,6806,,,,G376743095,Low,Medium,0,0,0,0,0,0,0,0,39107||||0,55019||||0,25305||||0,33933||||40,153364||||40,0||||0,0||||0,0||||0,0||||0,0||||0,0,0,0,0,0,0,0,0
1,19,297,17643,SSD-20/HSS10/RA2/N/INGO/17643,3480,"6 Months, 30 Days",6/21/2021 12:00:00 AM,293596.83,0,1274,1063,1106,,4,116,6822,,,,G188408289,Medium,Medium,0,120,100,100,0,583,505,561,0||0|0|,344||30|900|,233||30|800|,106||100|900|,683||160|2600|,0||0|0|,57||1|525|,26||0|479|,25||0|536|,108||1|1540|,0,36,55,80,0,0,0,0
1,19,297,17636,SSD-20/HSS10/RA2/P-H/INGO/17636,3497,6 Months,5/22/2021 12:00:00 AM,785975.53,12404,19243,4156,7967,,4,113,6839,,,,G332173283,Medium,Medium,101,198,44,99,5463,11118,5839,7838,9787|||2617|,14936|||4307|,3245|||911|,6109|||1858|,34077|||9693|,3339|||2124|,6834|||4284|,3556|||2283|,4805|||3033|,18534|||11724|,39,108,26,85,133615,40084,3063,2939
1,19,297,17617,SSD-20/HSS10/RA2/WASH/NGO/17617,3750,6 Months,5/23/2021 12:00:00 AM,343072.82,3900,6150,3750,5200,,3,116,7092,,,,G456276990,Medium,High,800,550,300,250,16352,23221,17551,23406,700||400|2800|,1400||750|4000|,800||550|2400|,1000||600|3600|,3900||2300|12800|,8068||2017|6267|,12884||2154|8183|,9000||1751|6800|,12384||1939|9083|,42336||7861|30333|,480,377,156,246,30876,35198,1520,665
1,19,297,17644,SSD-20/HSS10/RA2/WASH-FSL/INGO/17644,3474,8 Months,7/15/2021 12:00:00 AM,375382.75,6972,14868,8064,12096,,4,114,6816,,,,G767517113,Medium,Medium,1046,2230,1210,1814,8526,17554,9529,14545,2439||1047|3486|,5205||2229|7434|,2822||1210|4032|,4234||1814|6048|,14700||6300|21000|,2984||1279|4263|,6144||2633|8777|,3335||1429|4765|,5091||2182|7272|,17554||7523|25077|,106,2067,301,576,0,0,0,0
1,19,312,18011,SSD-20/HSS10/RA3/H/NGO/18011,3653,9 Months,11/23/2021 12:00:00 AM,400000,11326,16120,8915,11929,,4,113,6995,,,,G909587417,Medium,Ineligible,1500,2100,1200,1500,11019,23716,10315,11486,5663||2265|3398|,8060||3224|4836|,4458||1782|2675|,5965||2386|3578|,24146||9657|14487|,3952||2443|4624|,7843||5215|10658|,3455||2230|4630|,3429||2319|5738|,18679||12207|25650|,1086,1006,579,591,0,0,0,0
1,19,312,18027,SSD-20/HSS10/RA3/H/NGO/18027,3649,6 Months,8/23/2021 12:00:00 AM,300000,5042,9774,3522,5662,,4,116,6991,,,,G308489860,Medium,Ineligible,20,40,10,15,4920,10086,3444,6135,1250|||3532|260,2320|||7030|424,980|||2382|160,1600|||3842|220,6150|||16786|1064,1200|||3500|220,2420|||7210|456,902|||2390|152,1704|||4200|231,6226|||17300|1059,19,9,7,13,0,0,0,0
1,19,312,18019,SSD-20/HSS10/RA3/P/INGO/18019,3557,5 Months,7/31/2021 12:00:00 AM,200000,961,1205,498,740,,4,116,6899,,,,G748019568,Medium,Medium,115,145,60,89,1676,1497,793,604,384|||577|,482|||723|,199|||299|,296|||444|,1361|||2043|,205|||1471|,154|||1343|,44|||749|,28|||576|,431|||4139|,107,112,59,83,0,0,0,0
1,19,243,15663,SSD-20/HSS10/SA1/E-P/INGO/15663,4013,13 Months,6/30/2021 12:00:00 AM,500000,175,69,3132,2373,,4,113,7356,,,,G509350657,Low,Medium,2,1,15,13,99,52,764,803,58||28|89|,24||10|35|,1101||399|1632|,837||285|1251|,2020||722|3007|,23||7|69|,14||11|27|,406||121|237|,388||109|306|,831||248|639|,0,0,14,1,65000,51350,1092,812
1,19,243,15594,SSD-20/HSS10/SA1/FSL/NGO/15594,3628,12 Months,5/31/2021 12:00:00 AM,283455.16,12900,18000,7500,4200,,4,113,6970,,,,G352253259,Medium,Ineligible,78,46,17,27,9873,9759,13939,9836,2322|258|5160|5160|,3240|360|7200|7200|,1350|150|3000|3000|,756|84|1680|1680|,7668|852|17040|17040|,1896|10|5657|2310|,1874|9|5592|2284|,2676|14|7987|3262|,1889|10|5636|2301|,8335|43|24872|10157|,59,1,1,14,0,0,0,0
1,19,243,15373,SSD-20/HSS10/SA1/N/NGO/15373,3562,9 Months,2/28/2021 12:00:00 AM,300000.86,280,1065,1454,1567,,4,113,6904,,,,G364156782,High,Ineligible,17,13,8,4,748,1555,921,989,70||42|168|,266||160|639|,364||218|872|,392||235|940|,1092||655|2619|,209||98|441|,395||239|921|,258||160|503|,269||153|567|,1131||650|2432|,10,4,3,1,0,0,0,0
1,19,243,15226,SSD-20/HSS10/SA1/NFI/INGO/15226,4015,12 Months,5/31/2021 12:00:00 AM,293478.32,15595,18785,20608,20448,,4,113,7359,,,,G305387808,Medium,Medium,0,0,0,0,6663,9101,10085,10958,12187||3408||,15095||3690||,16302||4306||,16282||4166||,59866||15570||,5013||1650||,7400||1701||,8079||2006||,8824||2134||,29316||7491||,0,0,0,0,0,0,0,0
1,19,243,15390,SSD-20/HSS10/SA1/P/INGO/15390,3482,9 Months 1 Days,3/9/2021 0:00,340000.16,290,580,0,0,,4,113,7638,,,,G960738988,Low,Medium,7,9,0,0,300,590,0,0,140||50|100|,280||100|200|,0||0|0|,0||0|0|,420||150|300|,80||40|180|,250||110|230|,0||0|0|,0||0|0|,330||150|410|,3,1,0,0,0,0,0,0
1,19,243,15249,SSD-20/HSS10/SA1/P/NGO/15249,3728,12 Months,5/31/2021 12:00:00 AM,349980.69,6000,8000,3000,3000,,4,113,7070,,,,G202943581,Medium,Medium,800,1000,600,600,8522,12236,6497,6441,1400||1600|3000|,1800||2000|4200|,800||800|1400|,800||800|1400|,4800||5200|10000|,2400||1600|4522|,2800||2000|7436|,2000||1000|3497|,2000||1000|3441|,9200||5600|18896|,777,95,385,71,66496,26598,1200,221
1,19,243,15302,SSD-20/HSS10/SA1/WASH/INGO/15302,3514,9 Months,2/28/2021 12:00:00 AM,299997.39,2550,2850,4800,4800,,4,116,6856,,,,G968061749,Medium,Medium,51,57,96,96,6056,6769,11399,11398,1479||255|816|,1653||285|912|,2784||480|1536|,2784||480|1536|,8700||1500|4800|,3512||606|1938|,3926||677|2166|,6611||1140|3648|,6611||1139|3648|,20660||3562|11400|,30,13,10,17,0,0,0,0
1,19,243,15586,SSD-20/HSS10/SA1/WASH/NGO/15586,3578,9 Months,2/28/2021 12:00:00 AM,300000,9214,11114,9957,12067,,4,87,7290,,,,G936406668,High,Ineligible,12,19,19,32,5397,8313,14027,14614,3450||1230|4534|,4634||1496|4984|,4102||1400|4455|,4320||1640|6107|,16506||5766|20080|,2319||967|2111|,2935||1449|3929|,5522||1652|6853|,5730||1697|7187|,16506||5765|20080|,6,4,7,24,0,0,0,0
1,19,360,20244,SSD-21/HSS10/RA1/E-P/INGO/20244,3518,6 Months,5/14/2022 12:00:00 AM,459785.45,2089,2126,3943,4018,,4,114,6860,,,,G663022559,Medium,Medium,25,20,45,45,2431,3536,4855,5695,1371|||718|,1392|||734|,2448|||1495|,2722|||1296|,7933|||4243|,1663|||768|,2015|||1521|,2804|||2051|,4688|||1007|,11170|||5347|,10,15,29,4,36782,15080,365,30
